rent	condominium	iptu	adress	area	room	car_space	bathroom	description	link
2500	1200	94	Avenida Princesa D'Oeste, Jardim Proença	82	3	1	2	APARTAMENTO NO JARDIM PROENÇA EM CAMPINAS VENDE OU ALUGA. Nono andar.Sala com sacada.03 dormitórios com armários sendo 01 suíte.Cozinha com armário.01 vaga de g...	
1280		130	Botafogo, Campinas	38	1		1	Apartamento com sala de estar, 1 quarto com armário embutido, ambos com piso frio, banheiro com box de de alumínio, cozinha e lavanderia. Próximo a padaria e bancos. Condomínio já...	
7000	1400	490	Rua Engenheiro José Francisco Bento Homem de Mello, Jardim Madalena	148	3	3	4	Excelente localização, ao lado do Shopping Galleria e da Rodovia Dom Pedro. Apartamento com 148m2 de área útil, andar intermediário, sol da manhã, sala para 2 ambientes, lavabo, va...	
2400	202	90	Vila Itapura, Campinas	46			1	Ótima sala comercial! A poucos metros da Av. Barão de Itapura e a 3 min do bairro Cambuí. Próximo dos melhores consultórios médicos, bancos, supermercados, restaurante entre outros...	
2100	470		Rua Ranulfo de Campos Sales, Vila Marieta	64	2	1	1	Apartamento à venda na Vila Marieta - Campinas.São 2 quartos com móveis planejados neste cômodo na cozinha e banheiro. 1 vaga de garagem. Com excelente localização, próximo a p...	
2080	1161	100	Rua Barreto Leme, Cambuí	45	1	1	1	Cambui, mobiliado, em local nobre com todas as facilidades de conveniências do bairro, living 2 ambientes com sacada, sala de TV, 1 dormitório, cozinha tipo americana, planejada co...	
1400	698	265	Avenida Antonio Artioli, Swiss Park	40		1	1	Sala para locação no Office Swiss Park.Sala está toda reformada e possui ponto de ar condicionado vagas de garagem.O Swiss Park Office é um complexo comercial localizado es...	
3700		800	Sousas, Campinas	120		2	2	Distrito de Sousas.Sala comercial com 120m².Ótima localizacação - na avenida principal de Sousas. -	
1700	630		Centro, Campinas	50	1		2	Excelente apartamento para locação mobiliado!!! Ótima localização , perto do Centro e Cambuí , são 50m² , 01 suíte rica em armários ,com ar condicionado . Sala para 02 ambientes ,...	
20000		3061	Avenida Antônio Carlos Couto de Barros, Vila Sonia Sousas	980		30		Souzas. na avenida principal próximo ao supermercado Galassi, excelente para lojas ou comercio em geral , salão amplo com 490,00 M², piso granito ,copa, área de serviço, banheiro m...	
15000		1000	Castelo, Campinas	480		12	6	Excelente Salão Comercial no Castelo em localização privilegiada com 480 m² de área útil.Agende sua visitaTel 19 - 3239.1128 | 9.9784.8547 -	
1200	580		Rua Piratininga, Chácara da Barra	56	1	1	1	Apartamento para locação no bairro Chácara da Barra em Campinas. Com 2 quartos com armários, sala com sacada, cozinha e 1 vaga de garagem. Agende sua visita com um dos nossos c...	
790	601	48	Rua Sacramento, Centro	59	1	1	1	APARTAMENTO NO CENTRO EM CAMPINAS ALUGA.Décimo segundo andar.Sol da manhã Sala com sacada fechada sendo possível a utilização como escritório.01 dormitório com armá...	
1200	700	249	Avenida Antonio Artioli, Swiss Park	43		1	1	Sala comercial Swiss Park, 43 m2, 1 vaga, excelente localização, fácil acesso para regiões: Central, Parque Prado, Nova Europa e rodovias Anhanguera e Santos Dumont. Ligue e agende...	
700	680	255	Avenida Francisco Glicério, Centro	45			1	SALA COMERCIAL NO CENTRO EM CAMPINAS VENDE OU ALUGA.Sétimo andar.03 salas.Wc social.Sem vaga de garagem.Condomínio possui portaria em horário comercial.Agen...	
1865			Avenida Professora Ana Maria Silvestre Adade, Parque das Universidades	25	1	1	1	Alugue rápido, fácil, sem fiador e sem burocracias. Flats mobiliados, com ar condicionado nos quartos, cozinha e lavanderia privativa a cerca de 50m da Puccamp (Em frente ao Ca...	
2500		200	Cambuí, Campinas	120			2	Excelente ponto comercial no coração do Cambuí, ideal para escritório de , contabilidade, clinica de estética entre outros. Casa no segundo pavimento do imóvel com entrada independ...	
1800	616	38	Bosque, Campinas	60	1	1	1	Apartamento para locação, 1 dormitório no bairro Bosque. Excelente localização, próximo ao supermercado Pão de Açúcar, farmácias. 1 dormitório rico em armários, cozinha planejada c...	
1500			Avenida Anchieta, Centro	100	2		1	Casa germinada de 100 m² com 2 pavimentos, localizado no Condomínio Salles Júnior, quase esquina da Avenida Anchieta com Rua Major Solon. Possui sala ampla, cozinha, área de serviç...	
1300			Jardim Chapadão, Campinas	12				Sala comercial com excelente localização no Bairro Chapadão, próximo às Avenidas Brasil e Francisco José de Camargo Andrade.A sala possui 12m² com 1 banheiro.Além disso a e...	
1550		251	Rua Alaíde Nascimento de Lemos, Vila Lemos	427				Em localização privilegiada, a 2 quadras na Avenida Princesa D'Oeste, rua tranquila, terreno totalmente plano, murado. Pode ser considerado para implantação de estacionamento de ve...	
1300	600	79	Bosque, Campinas	98	3	1	1	Apto com 3 dormitórios, 1 suite. Banheiro social e de empregada,armários embutidos em 2 quartos, sala em L para 2 ambientes. Piso frio ( ardósia na sala ) e laminados nos quartos....	
900	530	118	Centro, Campinas	42		1	1	Sala comercial para locação, Centro, Campinas - SA0112. Ótima sala comercial, no Centro de Campinas. Local de fácil acesso. Próximo a bancos, farmácias e mercado. Sala com 42 m², 0...	
1600		65	Bonfim, Campinas	39				Salão comercial para alugar no bairro Bonfim em Campinas na imobiliária CMB Imóveis.Salão em avenida bem movimentada, região do Bonfim /Castelo, com mezanino, banheiro....	
17000			Avenida Antônio Carlos Couto de Barros, Sousas	400	2	6	4	CASA para LocaçãoAvenida Principal de Sousas7 salas, 4 banheiros400,00 construída -	
650	380	51	Centro, Campinas	45	1		1	APARTAMENTO NO CENTRO AMPLO PRÓXIMO AO MERCADO CAMPINEIRO E CORREDOR CENTRAL.OPÇÕES DE PONTOS DE ÔNIBUS, BANCOS E COMÉRCIOS NAS PROXIMIDADES.1 DORMITÓRIO, 1 SALA,1 COZINHA,...	
4500	1671	387	Rua Alecrins, Cambuí	84		3	2	Cambui, duas Salas comerciais de 84 m². Com vista confortante, claro e arejado. Próxima a Av. Norte Sul, restaurantes, lojas e grande conveniência. Dois banheiros, duas salas e coz...	
750	266	87	Rua Luzitana, Centro	55	1		1	APARTAMENTO NO CENTRO EM CAMPINAS ALUGA.Primeiro andar.Sala sem sacada.01 dormitório sem armário.Cozinha sem armário.Sem vaga de garagem.Condomínio não poss...	
9500	1400	900	Cambuí, Campinas	288	4	3	6	O PRAZER E COMODIDADE DE MORAR NO CAMBUÍ.Apartamento à Venda no Cambuí, Campinas.Você merece morar em um apartamento localizado em uma das principais vias do bairro Cambuí,...	
1400		50	Avenida Carlos de Araújo Gobbi, Vila São Bento	50			2	Casa comercial com m compartilhamento de despesas, loca duas salas juntas ou separadas, em excelente localização próximo ao Shopping Unimart, bancos e todos os tipos de conveniênci...	
7500		538	Nova Campinas, Campinas	398	11	5	4	Casa comercial sobrado, ZC2, sendo sala térrea, piso superior com amplo salão em piso de madeira, mais 11 salas em piso frio, 4 WC'S, cozinha, WC externo, rampa de acesso lateral,...	
700			Rua José Otávio de Camargo, Jardim Santa Mônica	60	1		1	casa de fundos com 01 dorm sala cozinha e banheiro entrada corredor área frente piso frio -	
1450	595	236	Cambuí, Campinas	35		1	1	.Sala comercial localizada na avenida Norte Sul, muito bem localizada, sala com banheiro. 1 vaga de garagem. -	
1250	810	245	Avenida Antonio Artioli, Swiss Park	40		1	1	O Swiss Park office é um complexo comercial localizado estrategicamente às margens da Anhanguera, com fácil acesso às outras rodovias, aeroporto e centro da cidade além de esta...	
9000		430	Grupo Residencial do Iapc, Campinas	333		10	7	Casa para Venda e Locação ACEITA PERMUTA.Nova Campinas, Campinas550,00 m² construída, 332,50 m² útilPrédio Comercial à venda ou locação no Nova Campinas, em Campina...	
7000		264	Rua Paulo Rubens Nunes Felippe, Vila Itapura	230		3	3	Salão Comercial para locação - Guanabara/CampinasConstrução: 230,12m² - Frente: 7,05m. - Térreo: 172,49m² - Mezanino: 57,63 m². Piso em Porcelanato Polido, 3 banheiros,...	
1400	698	265	Avenida Antonio Artioli, Swiss Park	40		1	1	Sala para locação no Office Swiss Park.Sala está toda reformada e possui ponto de ar condicionado vagas de garagem.O Swiss Park Office é um complexo comercial localizado es...	
1200		191	Rua Dom Pedro I, Jardim Brasil	75		1	1	Salão, loja comercial com 75 m² sendo 2 salas e banheiro em rua movimentada e bem localizada -	
20000		4199	Rua Cacilda Navarro Sampaio, Chácara Três Marias	2057				Galpão para locação, Rodovia Anhanguera Chàcara Tres (3) Marias localização privilegiada próximo ao entroncamento das Rodovias Anhanguera, Bandeirantes e Dom Pedro I com rápido e f...	
6000	1200	290	Rua Ataliba Camargo de Andrade, Cambuí	136	3	3	4	Localização privilegiada, próximo à Av Norte Sul, Av Silva Telles, aos restaurantes, supermercados, ao melhor do charmoso bairro Cambuí. São 3 dormitórios sendo uma suíte, banheiro...	
1600	510	150	Barão Geraldo, Campinas	57		1	1	sala comercial com 57m² dividida em 2 salas,copa,banheiro,piso laminado,1 vaga de garagem,2º andar ,elevador,ótima localização em barão Geraldo. -	
650	594	110	Rua Doutor Quirino, Centro	60			1	Imóvel com 2 salas, 1 wc, piso frio, sol da tarde, pequena sacada e comércios e bancos próximos.	
1500	800	210	Rua Frei Manoel da Ressurreição, Jardim Guanabara	50		1	2	Excelente sala comercial com 50 m²,bem arejada, com boa iluminação natural,preparada para instalação de ar condicionado,acabamento em porcelanato, 2 banheiros e copa. Em condomínio...	
3200		400	Rua Sebastião Carneiro Ribas, Jardim Ipaussurama	460		5	3	Galpão muito bem estruturado, são 460 m2 cozinha e banheiro. -	
550	100		Rua Comandante Ataliba Euclides Vieira, Jardim Santana	15		4	2	Sala comercial ao lado da cidade judiciária, instalada em prédio de 3 pavimentos com ar condicionado, copa e sanitários coletivos nos 3 pavimentos. Salas com 15, 16 e 63 metros qua...	
1160	670	148	Rua Major Telmo Coelho Filho, Parque Brasília	75	2	1	1	Lindo apartamento para locação!Imóvel possui 2 dormitórios sendo os dois com armários planejadosCorredor de acesso aos quartosSala ampla e bem arejada com Varanda	
2800	590	236	Avenida Orosimbo Maia, Vila Itapura	82		2	2	Sala comercial de 82 m2, em Campinas/SP.São duas salas integradas, totalizando 82 m2, com 2 banheiros e 2 vagas.Prédio comercial novo, com auditório, 4 salas de reu...	
1000			Rua Aníbal Ferreira, Jardim Leonor	50	1	1	1	Casa de fundos - Jardim Leonor - próximo a Churrascaria Matuto - 50 m² - sala, 1 dormitório, cozinha, WC, área de lavanderia, despensa, piso frio, uma vaga de garagem, isento de IP...	
5000			Rua Álvaro Muller, Vila Itapura	200			2	Casa comercial, para locação,Recepção,5 salas com preparo para instalação de ar condicionado,2 banheiros,Copa,Área de luz,Deposito área externa,7 vaga d...	
1600	526	165	Rua Paulo Cézar Fidélis, Mansões Santo Antônio	21		1	1	Sala para alugar , Bairro Mansões Santo Antonio, ar condicionado, com piso laminado, gesso, divisória, um banheiro e uma vaga, nova. Delucca Imoveis. -	
45000		11577	Avenida Benedito de Campos, Jardim do Trevo	2196		38	12	Salão comercial para locação no Jardim do Trevo, Campinas - Salão comercial com capacidade para atender diversos segmentos, como: comércio, serviços e uso institucional.1.612 m² de...	
2200	890	170	Jardim Proença, Campinas	119	3	1	2	escritório planejado com prateleiras e nichos; um módulo com quatro gavetas e outro maior com prateleiras, ambos móveis com rodízios em silicone; e um armário grande dentro do lava...	
20000	701	655	Rua Alano Raizer, Colinas do Ermitage	465	4	4	8	Casa em condomínio em Sousas.Ar puro, linda paisagem, completam o conforto desta casa ampla e fino acabamento, com 3 salas, escritório, cozinha planejada, adega e 1 suite para...	
1600	720	220	Centro, Campinas	52		1	2	Sala comercial para locação no Centro, Campinas - Próximo ao Hospital Vera Cruz, restaurantes e comércios, local estratégico, com grande fluxo de veículos e pedestres. - -	
1100	650	100	Rua Joaquim Novaes, Centro	56	1	1	2	Apartamento em ótima localização, na região central de Campinas, de 1 dormitório com armário, sala, 2 banheiros, cozinha com armários, área de serviço, 1 vaga coberta de garagem.	
550	298	95	Rua Uruguaiana, Bosque	43	1		1	ALUGO AMPLO KITINETÃO PRÓXIMO AO COLÉGIO AVE MARIA, CONTENDO SALA-DORMITÓRIO, 1 BANHEIRO, COZINHA AMPLA E ÁREA DE SERVIÇO - SEM GARAGEM. -	
1200	558	103	Rua Avelino Silveira Franco, Ville Sainte Helene	39			1	Sala comercial em belíssimo complexo empresarial, com praça de alimentação, Valet Park, jardim com paisagismo, sala com banheiro e uma copa, pronta para usar. -	
700	797	144	Rua Conceição, Centro	48			1	Sala Comercial em ótima localização Central. Sala com 35m² em piso frio, wc social e copa. Recepção. Praça de Alimentação. Espaço para eventos. 01 Garagem. -	
1350	230	72	Rua Maria Mercedes Etter Von Zuben, Jardim Antonio Von Zuben	44	2	2	1	Apartamentos de 02 Dormitórios em condomínio fechado, com sala para 02 ambientes, cozinha americana, 02 vagas de garagem e localização privilegiada! Tudo isso somado a uma excelent...	
4000		486	Sousas, Campinas	670				Terreno para venda ou locação no bairro de Sousas em Campina sendo 670m², Z18. Excelente localização no centro de Sousas. Com 2 salas, 1 copa e 1wc. Com 26 vagas cobertas e delimit...	
9000	650	532	Avenida Carlos Diaulas Serpa, Loteamento Parque dos Alecrins 	300	3	4	7	Ótima casa de 300m² disponível para locação no Condomínio Parque dos Alecrins. Com 3 Suítes, uma com Closet, todas com Ar Condicionado e persianas elétricas; Living amplo com Sala...	
750	572	48	Rua Sacramento, Centro	59	1	1	1	APARTAMENTO NO CENTRO EM CAMPINAS ALUGA.Sétimo andar.Sala com sacada.01 dormitório suíte com armário e sacada.Cozinha com armário.01 vaga de garagem.Condomí...	
900		20	Rua Vítor Meirelles, Jardim Samambaia	20			1	SALÃO COMERCIAL NO JARDIM SAMAMBAIA EM CAMPINAS ALUGA.20 m².Salão.Wc.Sem vaga de estacionamento.Agende agora a sua visita no site zeloimoveis.com	
5000		627	Avenida Anchieta, Cambuí	248			3	Salão comercial, localizado na Avenida Anchieta em frente a Prefeitura Municipal de Campinas, com fluxo grande de automóveis e pessoas a pé, divisa entre os bairros Centro e Cambuí...	
2100		359	Jardim Planalto, Campinas	350				Terreno comercial para alugar em Campinas no bairro Nova Campinas em rua com bom fluxo. Entorno com muitas clínicas e escritórios. Ótimo para estacionamento.	
1800	1200		Rua Sebastião de Souza, Centro	120		2	4	Sala para locação no Centro de Campinas/SP. Disponível para locação com ocupação imediata. Excelente localização, salas muito bem separadas e equipadas.Agende sua visita co...	
45000			Avenida José Fonseca Arruda, Jardim dos Oliveiras	1400		43		Predio comercial para alugar no Parque Prado, com localização privilegiada, de frente a Avenida Washington Luiz, ao lado do shopping Prado e da base da Policia.Conta com 1400 m...	
3000	438	72	Rua Heitor Ernesto Sartori, Jardim Santa Genebra	60	2	1	1	Apartamento IMPECÁVEL próximo a Unicamp, PUC e Pq Shopping Dom Pedro, Praça Capital, Macro e Atacadão.Apartamento totalmente MOBILIADO!Cozinha completa - Cama - Mes...	
1500		550	Vila Rossi Borghi E Siqueira, Campinas	65			1	Excelente sala comercial para escritório de contabilidade, ou outro tipo de escritório são 3 salas, 1 banheiro, esta em uma ótima localização, próximo a avenida Alberto Sarmento, a...	
32000	4500	10000	Rua Alfredo Vieira Alves, Terminal Intermodal de Cargas TIC	3025		50		Excelente galpão Terminal de Cargas para transporte, dispõem de 2.600m² metros de área de carga, 12 docas. 4000metros de pátio, conjunto com varias salas, escritório, área para des...	
8000	1500	380	Rua Engenheiro José Francisco Bento Homem de Mello, Jardim Madalena	131	3	3	5	Apartamento para Locação, na Fazenda São Quirino – Campinas/SP. O Condomínio Acqua Galleria, pronto para morar, apartamento com ampla varanda gourmet, sala estendida, lavabo, cozin...	
900	611	214	Centro, Campinas	81			1	Excelente conjunto de salas para alugar no Centro com 80mts² 02 banheiros. Piso taco. Portaria.	
7000			Parque Industrial, Campinas	370		8		Belíssimo galpão com 370 M² + 90 M² de corredor = 460 M² de área coberta (Zoneamento 11), muito bem localizado na beira da Anhanguera. Composto por 2 banheiros no térreo, 1 piso su...	
1160	670	148	Rua Major Telmo Coelho Filho, Parque Brasília	75	2	1	1	Excelente apartamento de 2 dormitórios, 75m² com varanda, localizado entre o shopping Iguatemi e o shopping Galleria, com fácil acesso para a Av. José Bonifácio onde tem diversos c...	
5000		563	Rua Doutor Sales de Oliveira, Vila Industrial	340		10	4	SALÃO COMERCIAL NA VILA INDUSTRIAL EM CAMPINAS ALUGA.340,00 m².Salão com 02 pisos.Mezanino.Copa.Porão.05 wc's.10 vagas de estacionamento rotativos.A...	
8700		1350	Avenida Carlos Grimaldi, Jardim Conceição	350		5	6	Imóvel localizado na principal Avenida bo Bairro, com excelente movimento e visibilidade. Próximo ao Shopping Galleria, condomínios residenciais e comerciais, supermercados, acesso...	
2700		96	Jardim Flamboyant, Campinas	126	3	4	1	Aluga-se Casa Comercial com Edícula no Jd. Flamboyant!- Casa da Frente: São 3 dormitórios, banheiro social, sala, cozinha, lavanderia, quintal amplo e 5 vagas de garagem.	
1000		25	Rua Kathelyn de Oliveira Ferreira, Jardim Ibirapuera	70	1		1	EXCELENTE CASA PARA LOCAÇÃO!!CASA DE FUNDOS RECÉM CONSTRUIDA, PRÓXIMO AO SHOPPING BANDEIRAS, FÁCIL ACESSO A RODOVIA ANHANGUERA, JONH BOYD E PUCC.COM 1 DORMITÓRIO, SALA,...	
1838	250		Rua Luís Otávio, Fazenda Santa Cândida	26			1	Fazenda Santa Candida - Sala ou loja comercial em ótima localização, rua muito movimentada. O prédio possui 3 andares com várias lojas e afins. Ideal para consultórios, escritó...	
12000	1000	10000	Avenida Araçá, Loteamento Alphaville Campinas	469	4	3	4	Casa no condomínio alphaville com projeto arquitetônico com 469m² de área construída, quatro dormitórios sendo três suítes, uma master com closet e hidromassagem, estúdio de som, f...	
4500		390	Botafogo, Campinas	270		4		Ótimo galpão, muito bem localizado em ponto nobre do Botafogo em Campinas, 280 metros de construção, escritório com banheiro e cozinha, pé direito duplo, estacionamento para client...	
1000	542	124	Rua General Osório, Centro	80			1	Excelente conjunto de salas mobiliada com 80 m² no Centro - Largo do Rosário com 2 salas, 1 sala p/ recepção, com copa, 1 WC, com porta de vidro. Condomínio 542,47 -	
1500	268	350	Rua Luís Dumont Villares, Jardim Miranda	52	2	1	1	Apartamento para locação no bairro Jardim Miranda, em Campinas, O apartamento esta totalmente decorado, com armários Planejados nos quartos, gabinete no banheiro, cozinha e lav...	
6000	1419	646	Rua Doutor Emílio Ribas, Cambuí	208		2	3	Sala para locação no Cambuí. Excelente localização, 208,22 m², recepção , 2 salas sendo 1 bem ampla, cozinha com armários, despensa Piso granito, Ar condicionado, 2 vagas de garage...	
2000	841	180	Avenida João Scarparo Netto, Loteamento Center Santa Genebra	80		2	2	Unique Village Office é um condomínio diferenciado, referência naregião de Campinas, localização estratégica, reaproveitamento da água da chuva, áreacomercial com mix de se...	
8000	483	1143	Techno Park, Campinas	350		5		Galpão (fundos) no condomínio Techno Park, em Campinas. Com 350 m² de área construída contendo mezaninos, 4 banheiros, depósito privativo, 2 copas, 5 vagas de garagem. O condomínio...	
1000	491	51	Rua Oscar Leite, Ponte Preta	76	2	1	2	APARTAMENTO NA PONTE PRETA EM CAMPINAS ALUGA.Segundo andar.02 dormitórios com armários.Cozinha com armários.01 wc de serviço.01 vaga de garagem.Condomínio p...	
4500		259	Rua Orlando Fagnani, Jardim Planalto	111			2	Três salas amplas, copa, recepção espaçosa, ar condicionado, interfone, persianas Luxaflex, sensor de presença, cabeamento para internet, 150m² de jardim com paisagismo e churrasqu...	
2452			Swiss Park, Campinas	44		1	1	Complexo de salas, fino acabamento, com excelente acesso para rodovias e aeroporto, agende uma visita e confira essa otima oportunidade para sua empresa !!! -	
15200		1738	Avenida Senador Antônio Lacerda Franco, Jardim do Lago	1150		5		Barracão para locação. Amplo armazém, 22m² de frente, vão livre, 6m² de pé direito, cobertura de fibro-cimento em estrutura de ferro, exaustores, fachada promocional, tijolos apare...	
6000	1190	240	Rua Alecrins, Cambuí	100	2	2	3	Duplex no Cambuí. Disponível para venda e locação. Excelente apartamento, todo mobiliado, fino acabamento móveis de primeira linha, primeira locação, andar alto, bem arejado., laze...	
800	706	135	Rua General Osório, Centro	80			1	SALA COMERCIAL NO CENTRO EM CAMPINAS ALUGA.Décimo primeiro andar.02 salas.Wc.Sem vaga de garagem.Condomínio possui portaria em horário comercial.Agende agor...	
15000		3164	Cambuí, Campinas	425	2	10	5	IMÓVEL COMERCIAL NO CAMBUÍ,LOCALIZAÇÃO PRIVILEGIADA,SOBRADO,AMBIENTES AMPLOS,ARMÁRIOS,PISO INFERIOR COM 05 SALAS,01 COM AR CONDICIONADO,02 BANHEIROS,COZINHA,QUINTAL COM CHURRASQUEI...	
25000		3434	Avenida Júlio de Mesquita, Cambuí	432		10	3	Sua Oportunidade de instalar seu negócio no Cambuí!Imóvel Comercial com ambientes integrados e amplo, com 03 banheiros, ar condicionado e estacionamento para visitantes/cli...	
40000		217	Avenida Doutor Moraes Salles, Nova Campinas	860			3	SALÃO COMERCIAL NO NOVA CAMPINAS ALUGA.860,96 m².Térreo.Salão amplo com piso de porcelanato bem iluminado.03 wc's.Possui vaga de garagem.Agende agora a sua...	
60000		4900	Rua Cacilda Navarro Sampaio, Chácara Três Marias	4253				Localização privilegiada próximo ao entroncamento das rodovias Anhanguera, Bandeirantes e Dom Pedro. A 15 minutos do Aeroporto de Viracopos e 20 minutos do centro da cidade com inf...	
1300		80	Rua Ubirama, Jardim Baronesa	76	2	1	1	CASA NO JARDIM BARONESA EM CAMPINAS ALUGA.Sobreloja.Sala com sacada.02 dormitórios com armários.01 vaga de garagem.Área de serviço.Agende agora a sua visita...	
4700		2738	Avenida Doutor Manoel Afonso Ferreira, Jardim Paraíso	284	4	4	5	Casa, excelente localização, 4 dormitórios, sendo 2 suítes, armários, sala de estar, sala de jantar, sala de TV, escritório, lavabo, cozinha planejada, lavanderia, quarto e wc de e...	
2000	1433	195	Rua Elisiário Prado, Botafogo	115	3	2	4	Apartamento para alugar e venda Botafogo /Guanabara .Ótima localização, próximo à Av Barão de Itapura.Excelente acabamento, rico em armários embutidos, living em L para 2 ambientes...	
3600		212	Rua Camargo Paes, Jardim Guanabara	307	3	2	3	Casa no bairro Guanabara, em Campinas, completa em móveis planejados, projeto que oferece uma sala espaçosa com dois ambientes, muita claridade de luz natural, sala de jantar integ...	
1750	531	173	Avenida José de Souza Campos, Cambuí	35				SALA COMERCIAL NO CAMBUÍ EM CAMPINAS ALUGA.Segundo andar.Sala.02 wc's.01 vaga de garagem.Condomínio possui portaria em horário comercial.Agende agora a sua...	
1200	350	400	Rua Manoel Herculano Marques de Fontes, Parque da Figueira	67	3	1	1	Apartamento 2º andar no Parque da Figueira, com 3 dormitórios, cozinha, sala para 2 ambientes, piso laminado, armários planejados na cozinha e dormitórios. Fácil acesso às principa...	
3000		439	Parque Industrial, Campinas	338				Terreno para locação em rua próxima a avenida das Amoreiras com 338,25 m2 frente de 10 metros, fechado com portão e grade. Cassia Adala Corporativo. -	
600	290	10	Avenida Francisco Glicério, Centro	33	1		1	Apartamento para Aluguel - Centro, 1 Quarto, 33 - Campinas	
4000		640	Jardim São Marcos, Campinas	299		4	3	galpão industrial com excelente localização ,marginal a pista d pedro com pé direito de 6 mts ,escritório,3 banheiro,vão livre 220 m²,caixa d`água 5,500 litros . Locação por R$ 4.0...	
4200	605	234	Rua Doutor Sampaio Peixoto, Cambuí	81	1	1	2	Este belíssimo apartamento mobiliado e decorado está esperando por você. Um espaço moderno, sofisticado e totalmente integrado para você cozinhar, receber os amigos, assistir um fi...	
7000	1	653	Taquaral, Campinas	249	1	4	3	Salão para locação no Taquaral em Campinas com 250 m2 de construção Térreo em vão livre com 2 banheiros 1 copa + área de serviço. Mezanino com 1 banheiro. 4 vagas. Excelente locali...	
216450			Cambuí, Campinas	1926		42		Excelente prédio, bem localizado no Cambuí, com 2.886m² total, 1.926m² de área útil, gerador de energia para todo o prédio, 03 pisos, 42 vagas de garagem cobertas e demarcadas. 	
5500	1420	647	Rua Doutor Emílio Ribas, Cambuí	127		2	3	Edifício Espaço GrenobleSala com 1 salão, 1 sala, cozinha com armários, dispensa com estantes, ar condicionado, 3 banheiros com armários e 2 vagas de garagem.O edif...	
1180	670	148	Rua Major Telmo Coelho Filho, Parque Brasília	75	2	1	1	Excelente apartamento de 2 dormitórios, 75m² com varanda, localizado entre o shopping Iguatemi e o shopping Galleria, com fácil acesso para a Av. José Bonifácio onde tem diversos c...	
7200		4250	Avenida Doutor Heitor Penteado, Jardim Nossa Senhora Auxiliadora	310	4	5	4	Excelente residência para fins comerciais e/ou residencial. Local privilegiado, avenida em frente a Lagoa do Taquaral, fácil acesso a Rod. Dom Pedro ISão 4 dormitór...	
8500		971	Rua Frei José de Monte Carmelo, Jardim Proença	513		10	2	Excelente localização. Prédio comercial para locação próximo Avenida Princesa D'oeste com 2 andares, solarium, recepção com pé direito duplo, 10 salas com divisórias em blindex, es...	
5000		619	Avenida John Boyd Dunlop, Cidade Satélite Íris	390		4	2	BARRAÇÃO COMERCIAL NO JARDIM SATÉLITE ÍRIS EM CAMPINAS ALUGA.390,00 m².Salão.Mezanino.Copa.02 wc's.04 vagas de estacionamento na frente. .Excelente loca...	
1300		30	Rua Jerônimo Pattaro, Barão Geraldo	40	1		1	Casa de fundos com 1 dormitório, sala, com varanda, cozinha espaçosa, 1 banheiro e área de serviço. Localizada na região central de Barão Geraldo. Para maiores informações ligue ....	
8000	1000	564	Rua Doutor Mário Natividade, Taquaral	190	4	3	5	Apartamento para alugar no Taquaral. Com 4 quartos, sendo todas suítes, uma master com closet, sala e terraço com pé direito duplo, cozinha planejada, lavabo, área de serviço, ar c...	
1080		151	Rua Reverendo Paulo Lício Rizzo, Jardim Bela Vista	60			1	Salão amplo para comércio, com ótima localização, no Jardim Bela Vista, em Campinas. Próximo da lagoa do Taquaral, Supermercado Dalben e de acessos para a Avenida Norte Sul. Imóvel...	
1800			Rua Jorge Krug, Vila Itapura	120	2		1	Casa residencial contendo corredor largo de acesso a casa, 2 dormitórios com guarda roupas, sofá cama, cozinha com mesae cadeiras (semi mobiliada), sala e quarto de despejo, ba...	
1200	680	220	Swiss Park, Campinas	42		1	1	Ótima Sala Comercial com 42m², piso elevado, teto rebaixado com gesso, toda instalação para ar condicionado pronta, uma vaga de garagem, em condomínio de alto padrão e fácil acesso...	
600	372	39	Rua Marechal Deodoro, Centro	60	1	1	1	APARTAMENTO NO CENTRO DE CAMPINAS VENDE OU ALUGA.Apartamento de 60m² de 1 dormitório com armário, sala com sacada, cozinha com armário na pia, 1 banheiro. Apto de frente com so...	
580	690	135	Rua General Osório, Centro	62			1	Sala comercial reformada com 50m², copa e wc, dividida em 2 salas amplas! Agende agora sua visitaMais informações com Lucilene Celani  -	
4000	1050	280	Rua Doutor Emílio Ribas, Cambuí	85		3	2	Cambuí - Excelente salão comercial com 85m² e 3 vagas. Ótima localização. -	
7500	1550	380	Fazenda São Quirino, Campinas	148	3	3	5	A harmonia da sofisticação com qualidade de vida, este apartamento mobiliado encontra-se em um dos condomínios mais cobiçados de Campinas.  Apartamento é perfeito para quem pro...	
7000		713	Jardim Campos Elíseos, Campinas	430				PRÉDIO COMERCIAL, 309,80 M² DE TERRENO, 430,40 M² DE ÁREA CONSTRUÍDA, 10 M DE FRENTE, LOCALIZADO EM AVENIDA COM GRANDE FLUXO E TIPOS DE COMÉRCIOS, PARTE INFERIOR, POSSUÍ UM SALÃO C...	
800	430		Centro, Campinas	50	1	1	1	Kitnetão com divisória e garagem 50 m amplo;Salao de festa;Desocupado;Quinto andar sol da manhã;Registrado com matriculaValdirene (19) 9. mega -	
